year,CusPct,did,Industry,Lev,HighTech_1,quality,Size,ROA,Age,amount,Emply,hfd5,ln_Cus,IndustryLernerIndex,upstream,treated,policy,_quality,_amount,_did,lnlab,light,ind_str,sc,GTFP,SpatialDistance,GIE,did_2,iv,id,t_amount,t_quality,t_GIE
2011,13.95,0,B09,2.054193,0,0,21.86776,0.0779702,2.890372,0,5.68358,0.130515,17.72356,0.135825,1,0,,0,0,0,3.966009,0.68566697,215.06,0,0.8315936,56.762166,0,0,7.799894,48,0,0,0.1726937
2012,20.38,0,B09,2.052139,0,0,21.9249,0.0327385,2.944439,0,5.703783,0.130557,19.0095,0.107189,1,0,,0,0,0,4.064248,0.83382789,214.38,0,0.85702827,56.762166,0,0,7.816428,48,0,0,0.1720651
2013,23.09,0,B09,2.787743,0,0,22.17203,0.013178,2.995732,0,5.583496,0.13088,19.06606,0.070562,1,0,,0,0,0,4.133432,0.80441883,217.73,0,0.9181568,56.762166,0,0,7.866539,48,0,0,0.1704756
2014,19.33,0,B09,3.339432,0,0,22.09265,0.0385654,3.044523,0,5.493062,0.13088,19.22754,0.065638,1,0,,0,0,0,4.189949,0.47610011,220.8,0,0.92283253,277.40845,,0,7.737334,48,0,0,0.1701874
2015,41.01,0,B09,2.965407,0,0,22.12795,-0.00722,3.091043,0,5.537334,0.130984,19.64519,0.044603,1,0,,0,0,0,4.226476,0.4817933,222.82,0,0.96548667,277.40845,0,0,7.7773,48,0,0,0.1705034
2016,45.37,0,B09,1.994066,0,0,23.00184,0.0128933,3.135494,0,5.777652,0.126429,19.7888,0.068976,1,0,,0,0,0,4.260053,0.44496584,222.76,0,0.996384,56.762166,0,0,7.844466,48,0,0,0.1702902
2017,,0,B09,2.358779,0,0,22.95665,0.057982,3.178054,0,5.752573,0.1082,20.34033,0.107947,1,0,,0,0,0,4.393125,0.67774251,226.26,0,1.0237653,56.762166,0,0,7.911203,48,0,0.5842289,0.1706622
2018,21.62,0,B09,2.337667,0,0,22.91307,-0.0186851,3.218876,0,5.934894,0.108084,20.08322,0.104566,1,0,,0,0,0,4.314069,0.78044993,229.76,0,1.0620443,56.762166,0,0,7.904037,48,0,0,0.1697368
2019,17.96,0,B09,2.380111,0,0,22.94998,0.0112292,3.258096,0.6931472,5.805135,0.108486,18.87056,0.07042,1,0,,0,1,0,4.3592,0.95846847,232.4,0,1.0546016,277.42665,0.0261979,0,7.211879,48,0,0,0.1686313
2020,15.6,0,B09,2.239782,0,0,22.95493,-0.0197869,3.295837,0,6.317165,0.106185,18.8036,0.083701,1,0,,0,0,0,5.738441,11.060241,244.3,0,1.0820693,276.77544,0,0,7.866223,48,0,0,0.1678464
2021,13.71,0,B09,2.458048,0,0,22.92643,0.0268357,3.332205,0,6.511745,0.104943,19.43377,0.10733,1,0,,0,0,0,4.569025,2.9705437,246.57,0,1.0949733,57.421761,0,0,7.838727,48,0,0,0.1676354
2013,2.53,0,N78,3.562556,0,0,20.21705,0.0939501,3.091043,0,6.754604,0.105191,16.35409,0.373682,1,0,,0,0,0,2.869035,0.72337744,249.69,0,0.9220024,3.53302,0,0,6.575706,49,0,0,0.1607767
2014,2.41,0,N78,3.674882,0,0,20.34456,0.0932683,3.135494,0,6.966024,0.103524,16.2702,0.394668,1,0,,0,0,0,2.878923,0.69229154,252.49,0,0.91232427,2.617843,,0,6.393699,49,0,0,0.1602335
2015,6.37,0,N78,3.358187,0,0,20.58722,0.1468172,3.178054,0,6.996682,0.103524,17.57693,0.37471,1,0,,0,0,0,2.8606,0.75288805,254.08,0,0.94233067,1.09351,0,0,6.433793,49,0,0,0.1589868
2016,3.22,0,N78,1.497733,0,0,21.43826,0.0414415,3.218876,0,7.149917,0.103524,16.762,0.386016,1,0,,0,0,0,2.914305,0.90989288,255.9,0,0.9756768,3.304975,0,0,6.519069,49,0,0,0.1570011
2020,1.95,0,N78,2.178066,0,0,21.75132,-0.0337504,3.367296,0,6.979145,0.088424,15.01178,0.069707,1,0,,0,0,0,4.690336,7.5145589,246.66,0,1.096352,1.651637,0,0,6.388489,49,0,0,0.1539444
2021,1,0,N78,1.927893,0,0,21.76737,-0.0479655,3.401197,0,6.934397,0.088555,14.5008,0.062274,1,0,,0,0,0,6.561568,27.097863,258.62,0,1.1397891,1.275593,0,0,6.404421,49,0,0,0.1531506
2012,1.08,1,C22,1.429761,0,0,24.58873,0.0010002,2.995732,0,9.666182,0.056818,19.17494,0.047538,1,1,2012,0,0,1,,,,0,,664.29616,0,1,6.677771,50,3.1354942,0.375,0.1577453
2013,1.91,1,C22,1.445158,0,0,24.58446,0.014496,3.044523,0,9.46916,0.052375,19.77945,0.05682,1,1,2012,0,0,1,,,,0,,664.29616,0,1,6.677771,50,2.0794415,0,0.1558416
2014,,0,C22,1.337809,0,0,24.76319,0.0086887,3.091043,0,9.459775,0.056028,19.80559,0.059611,1,0,,0,0,0,,,,0,0.911336,577.15119,0,0,7.211879,50,1.0986123,0,0.1516826
2015,,0,C22,1.284319,0,0,25.07948,0.0145111,3.135494,0,9.383705,0.047669,19.67038,0.081607,1,1,2017,0,0,0,,,,0,0.93863467,577.15119,0,1,6.677771,50,1.9459101,0,0.149163
2016,1.46,1,C22,1.377841,0,0,25.13346,0.0252436,3.178054,0,9.471627,0.048369,19.62905,0.106317,1,1,2010,0,0,1,,,,0,,1376.0281,0,1,6.677771,50,1.3862944,0,0.1481781
2013,39.18,0,E48,1.32415,0,0,22.96611,0.0286652,3.044523,0,7.872455,0.374708,21.75489,0.076726,0,1,2017,0,0,0,5.686859,12.85983,249.86,1,0.891572,926.72177,0,0,7.157588,51,0,0,0
2014,46.75,0,E48,1.360334,0,0,23.02845,0.0320769,3.091043,0,8.86404,0.375314,21.88608,0.081043,0,1,2017,0,0,0,5.6738,12.925458,250.75,1,0.93414773,926.72177,0,0,7.18576,51,0,0,0
2015,53.84,0,E48,1.412118,0,0,23.0666,0.036953,3.135494,0,8.817742,0.374002,22.10811,0.082081,0,1,2017,0,0,0,5.675665,13.004408,252.19,1,0.96136133,926.72177,0,1,7.162006,51,0,0,0
2016,62.31,0,E48,1.299902,0,0,23.43419,0.0338555,3.178054,0,8.981304,0.374044,22.34796,0.065097,0,1,2017,0,0,0,5.788312,12.656969,254.03,1,0.9638592,926.72177,0,1,7.160334,51,0,0,0
2009,2.69,0,S90,5.187028,0,0,21.20812,0.0038669,2.944439,0,6.489205,0.06702,15.80585,0.113533,0,1,2012,0,0,0,4.239887,8.3126761,261.61,0,0.8115824,926.72177,,0,7.592856,52,0,0,
2010,3.25,1,S90,5.991351,0,0,21.16459,0.0068103,2.995732,0,6.390241,0.056871,15.67539,0.119882,0,1,2012,0,0,0,4.344239,11.484105,263.16,0,,926.72177,0,1,7.722367,52,0,0,0
2011,7.37,1,S90,8.937768,0,0,21.07368,0.0127811,3.044523,0,6.040255,0.057149,16.30042,0.11089,0,1,2010,0,0,0,4.531444,11.532797,261.68,0,,926.72177,0,1,7.717852,52,0,0,0
2008,,0,R85,2.076623,0,0,20.10062,-0.2792892,2.890372,0,5.192957,0.121724,17.59067,0.051079,0,0,,0,0,0,6.835571,15.580445,272.19,1,0.7680736,926.72177,0,0,6.988658,53,0,0,0
2009,,0,R85,1.539211,0,0,19.83756,-0.2860648,2.944439,0,5.257495,0.12158,17.75352,0.095519,0,1,2012,0,0,0,6.920349,15.063479,274.56,1,0.77556053,24.025434,0,0,7.073476,53,0,0,0
2014,9.28,1,R85,1.07055,0,0,18.4849,-0.2284568,3.178054,0,4.204693,0.097817,14.28145,,0,1,2012,0,0,1,5.398556,8.4586434,237.82,1,,895.83021,0,1,6.785752,53,0,0,0
2015,5.96,1,R85,0.8943254,0,0,18.62572,-0.1877358,3.218876,0,4.488636,0.084016,13.58882,0.097844,0,1,2010,0,0,1,5.461167,8.7626015,241.04,1,,290.31583,0,1,6.766033,53,0,0,0
2015,7.05,1,K70,0.8802683,0,0,21.26235,-0.0756702,3.332205,0,8.22121,0.070615,16.75124,0.216926,0,1,2010,0,0,1,4.865732,15.684909,270.93,0,0.97253333,,0,1,7.677355,54,0,0,0
2015,22.82,0,B09,1.907336,0,0,21.89895,0.0018122,3.332205,0,7.26403,0.111845,19.57367,0.044603,1,0,,0,0,0,5.675665,13.004408,252.19,1,0.935984,948.78047,0,0,7.162006,55,0,0.6666666,0.1607322
2016,,0,B09,1.955051,0,0,21.89541,0.003056,3.367296,0,7.338238,0.111862,19.79567,0.068976,1,0,,0,0,0,5.788312,12.656969,254.03,1,0.9781344,948.78047,0,0,7.160334,55,0,0.6666666,0.1602933
2009,29.32,0,S90,3.706238,0,0,21.26845,0.0569257,3.044523,0,6.562444,0.032433,18.57821,0.113533,0,1,2012,0,0,0,4.560471,19.608495,242.07,0,0.7829304,,0,0,7.64713,56,0,0,0
2011,4.67,0,C26,1.905104,1,0,21.57942,-0.0485498,3.135494,0,8.119697,0.004575,18.6105,0.098815,1,1,2017,0,0,0,3.642574,5.7063008,208.75,0,0.85831973,948.78047,0,0,6.445742,57,0,0,0
2012,5.62,0,C26,1.964626,1,0,21.55673,0.0018572,3.178054,0,8.113726,0.004575,18.62094,0.076187,1,1,2017,0,0,0,3.851041,5.713584,209.51,0,0.87512747,948.78047,0,0,6.354153,57,0,0,0
2013,4.98,0,C26,2.046203,1,0,21.3342,-0.0922694,3.218876,0,8.037543,0.0046,18.41973,0.064841,1,1,2017,0,0,0,4.032347,6.7716802,212.06,0,0.921668,948.78047,0,0,6.53153,57,0,0,0
2010,5.95,1,C27,11.68685,1,0,20.68457,0.010844,2.944439,0,5.971262,0.004429,16.31308,0.122275,0,1,2010,0,0,0,5.544503,32.998932,240.99,0,0.827432,948.78047,0,1,7.437629,58,0,0,0
2011,5.58,1,C27,17.90414,1,0,20.69274,0.002538,2.995732,0,5.950643,0.002886,16.42724,0.113831,0,1,2017,0,0,0,5.582577,33.04164,242.26,0,0.85767493,948.78047,0,0,7.405169,58,0,0,0
2012,4.68,1,C27,11.05007,1,0,20.63209,0.0153818,3.044523,0,6.154858,0.002887,16.32473,0.133586,0,1,2017,0,0,1,5.615133,30.083066,243.34,0,0.8537344,948.78047,0,0,7.514553,58,0,0.4444444,0.1840641
2013,5.12,1,C27,8.960029,1,0,20.52796,-0.1146279,3.091043,0,6.049734,0.002852,16.1837,0.131304,0,1,2010,0,0,1,5.836213,34.474269,244.18,0,0.8822792,948.78047,0,0,7.495743,58,0,0,0.1920733
2014,5.96,1,C27,8.478372,1,0,20.52247,-0.0111982,3.135494,0,5.963579,0.003787,16.48099,0.140368,0,1,2012,0,0,1,5.8602,38.008542,246.72,0,0.9471312,948.78047,0,1,7.411841,58,0,0,0.193949
2015,5.42,1,C27,3.695229,1,0,20.54238,-0.1366365,3.178054,0,6.063785,0.009609,16.37239,0.147887,0,1,2012,0,0,1,5.881269,37.743113,247.51,0,0.95400667,948.78047,0,1,7.337709,58,0,0.2222222,0.1990579
2016,,1,C27,2.504186,1,0,20.74047,0.0060572,3.218876,0,6.023448,0.017609,17.55989,0.164948,0,1,2012,0,0,1,5.954129,37.965193,249.89,0,0.9760416,948.78047,0,1,7.407899,58,0,0,0
2017,,1,C27,3.637988,1,0,20.65244,0.0109291,3.258096,0,5.634789,0.035897,17.78672,0.165489,0,1,2012,0,0,1,5.993951,40.918855,249.97,0,0.99351413,948.78047,0,0,7.393273,58,0,0,0
2018,12.94,1,C27,3.270789,1,0,20.64625,-0.0319964,3.295837,0,5.749393,0.035897,17.75059,0.180908,0,1,2012,0,0,1,6.058611,41.757207,250.05,0,1.0406021,948.78047,0,0,7.427116,58,0,0,0
2012,20.85,1,C34,3.965471,1,0,19.97715,0.0073893,3.218876,0,7.279319,0.051625,17.9584,0.069346,1,1,2012,0,0,1,4.028395,4.5661545,223.03,0,0.893568,958.30007,0,1,7.145653,59,0,0,0.161972
2009,22.84,0,C25,1.217565,1,0,22.56893,-0.0673688,2.890372,0,9.279027,0.074517,19.78917,0.085821,1,1,2012,0,0,0,5.718014,8.4812485,247.21,1,0.7921408,10.056071,0,0,6.985182,60,0,0,0
2009,6.19,0,C38,1.392616,1,0,22.28916,0.073662,2.890372,0,8.129765,0.039806,19.78543,0.075245,1,1,2017,0,0,0,4.955272,4.7874325,237.07,1,0.77990667,150.95267,0,0,7.066385,61,0.69314718,0,0
2010,10.13,0,C38,1.628423,1,0,22.68563,0.0548589,2.944439,0,8.241703,0.053633,20.54142,0.068118,1,0,,0,0,0,4.94725,7.1792749,236.26,1,0.823104,1190.5656,0,0,7.127864,61,0,0,0
2011,10.79,0,C38,1.601103,1,0,22.75175,0.0120984,2.995732,0,8.305978,0.053546,20.69399,0.070797,1,0,,0,0,0,5.296079,7.5421823,233.51,1,0.86721467,1190.5656,0,0,7.155432,61,1.3862944,0,0
2009,5.27,0,C35,1.752714,1,0,22.98139,0.1095423,2.833213,0,9.201199,0.151238,20.0954,0.094579,1,1,2017,0,0,0,4.246615,1.8858848,221.86,0,0.78187867,115.73654,0,0,6.968621,62,0,0,0
2010,3.76,0,C35,1.835653,1,0,23.64615,0.1100013,2.890372,0,9.421493,0.152162,20.1721,0.121859,1,1,2017,0,0,0,4.351932,2.0066115,219.5,0,0.818472,115.73654,0,0,7.024288,62,0,0.5,0
2011,3.23,0,C35,1.696742,1,0.5,23.84789,0.0641428,2.944439,0,9.50017,0.123713,20.17429,0.12116,1,1,2017,0.5,0,0,4.482198,2.1189529,219.26,0,0.8570384,115.73654,0,0,7.105449,62,0,0.5,0
2009,4.16,0,C13,3.385051,0,0,20.65213,0.0603882,2.890372,0,6.892642,0.245018,17.62791,0.042238,0,1,2010,0,0,0,,,,0,0.78292267,115.73654,0,1,6.677771,63,8.5824194,0.5,0.140407
2008,94.69,0,D44,1.423404,0,0,22.38454,-0.0138615,2.772589,0,6.675823,0.145242,21.68771,0.059434,1,1,2012,0,0,0,6.040218,25.29156,256.98,1,0.78299947,10.312638,0,0,6.993946,64,0,0,0
2009,93.09,0,D44,1.521427,0,0,22.55893,0.0784404,2.833213,0,6.654152,0.145548,21.69521,0.155682,1,1,2012,0,0,0,6.077706,23.555706,258.96,1,0.77371227,10.312638,0,0,6.990271,64,0,0,0
2009,28.6,0,D44,5.278777,0,0,20.73857,0.0486153,2.890372,0,6.456769,0.01726,17.8462,0.155682,1,1,2012,0,0,0,4.560471,19.608495,242.07,0,0.77825173,1984.4976,0,0,7.64713,65,0,0,0
2008,15.94,0,D44,1.953776,0,0,21.0723,0.023695,2.833213,0,6.419995,0.038115,17.85256,0.059434,1,1,2010,0,0,0,4.449751,19.328656,234.8,1,0.7710976,,0,1,7.44155,66,1.6094379,0.4444444,0.1684933
2010,83.29,0,C38,3.056178,1,0,22.27385,0.1948031,3.401197,0,8.999249,0.51672,21.64701,0.068118,1,0,,0,0,0,5.140612,7.2460985,236.99,1,0.821696,1.395758,0,0,7.080514,67,0,0,0
2011,51.54,0,C39,3.708068,1,0,22.23885,0.0995177,3.433987,0,8.676587,0.507664,20.84101,0.068822,1,0,,0,0,0,5.307599,7.8138737,236.8,1,0.83065947,1.395758,0,0,7.283483,67,0,0,0
2012,,0,C39,2.284248,1,0,22.47938,0.0699257,3.465736,0,8.66613,0.505515,20.98442,0.036042,1,0,,0,0,0,5.435759,8.6316693,237.12,1,0.89053013,1.395758,0,0,7.145544,67,0,0,0
2013,70.8,0,C39,1.615062,1,0,22.99673,0.0680372,3.496508,0,8.892749,0.504014,22.09063,0.053052,1,0,,0,0,0,5.468476,9.1577743,237.2,1,0.9114248,1.395758,0,0,7.183209,67,0,0,0
2014,56.98,0,C39,1.619687,1,0,23.06857,0.037129,3.526361,0,8.72972,0.407096,22.10939,0.062536,1,0,,0,0,0,5.539549,13.062342,238.4,1,0.92198933,1.395758,0,0,7.091928,67,0,0,0
2015,60.34,0,C39,1.508259,1,0,22.91745,0.0206706,3.555348,0,8.787373,0.406545,21.90528,0.065151,1,0,,0,0,0,5.631586,13.393088,240.92,1,0.95893467,1.395758,0,0,7.147423,67,0,0,0
2009,98.76,0,D44,1.665691,0,0,24.1299,0.0497804,2.833213,0,7.556951,0.217523,23.21507,0.155682,1,1,2012,0,0,0,6.077706,23.555706,258.96,1,0.7979408,,0,0,6.990271,68,0,0,0
2009,2.67,0,S90,1.247134,0,0,22.5617,0.1002505,2.833213,0,7.221105,0.174967,17.5908,0.113533,0,1,2010,0,0,0,4.577477,4.0985197,249.05,0,0.78473227,,0,1,7.266278,69,0,0,0
2009,91.93,0,D44,1.984771,0,0,23.14762,0.010937,2.833213,0,8.275122,0.30118,21.8408,0.155682,1,1,2017,0,0,0,4.955272,4.7874325,237.07,1,0.80816427,1.395758,0,1,7.066385,70,0,0.25,0
2010,92.13,0,D44,1.721348,0,0,23.26498,0.0141668,2.890372,0,8.238537,0.301166,21.97217,0.133836,1,1,2017,0,0,0,4.94725,7.1792749,236.26,1,0.836752,1.395758,0,1,7.127864,70,0,0,0.1681512
2011,97.33,0,D44,1.498021,0,0,23.41584,-0.0066121,2.944439,0,8.230577,0.300391,22.33528,0.114853,1,1,2017,0,0,0,5.296079,7.5421823,233.51,1,0.8665616,1.395758,0,0,7.155432,70,0,0,0.1669067
2012,,0,D44,1.491984,0,0,23.57039,0.0235087,2.995732,0,8.149891,0.300518,22.73553,0.177114,1,1,2017,0,0,0,5.387269,7.1052815,233.65,1,0.8731904,1.460198,0,0,7.226391,70,0,0,0.1640311
2013,84.46,0,D44,1.841495,0,0,23.80656,0.0971427,3.044523,0,8.235361,0.190233,23.0855,0.219852,1,1,2017,0,0,0,5.607639,9.0032247,234.13,1,0.904024,1.460198,0,0,7.213051,70,0.69314718,0,0.1636868
2014,78.49,0,D44,2.195508,0,0,23.85796,0.0728529,3.091043,0,8.206584,0.186086,23.04144,0.247353,1,1,2017,0,0,0,5.612039,9.7944919,235.01,1,0.93727573,1.460198,0,0,7.07492,70,0,0,0.1619231
2016,60.42,0,D46,6.562567,0,0,22.54835,0.0692098,3.178054,0,7.045776,0.336698,20.15407,0.220308,1,0,,0,0,0,5.8724,22.935788,249.35,1,0.9835872,562.11363,0,0,7.103973,71,0,0,0
2017,72.59,0,D46,5.70249,0,0.4444444,22.63442,0.0498916,3.218876,0,7.069874,0.473716,20.37888,0.226126,1,0,,0.6666666,0,0,5.943554,27.576841,251.285,1,1.0062619,562.11363,0,1,7.06265,71,0,0,0
2018,,0,D46,3.027865,0,0.5,22.93009,0.0524314,3.258096,0,7.127694,0.475351,20.34283,0.227153,1,0,,0.6375,0,0,5.982698,27.640255,253.22,1,1.0319989,562.11363,0,1,7.128071,71,0,0,0
2019,,0,D46,2.446843,0,0.5625,23.11052,0.0478748,3.295837,0,7.367709,0.475934,20.56452,0.225395,1,0,,0.75,0,0,6.056827,30.538952,257.75,1,1.0552568,562.11363,0,1,7.072457,71,0,0,0
2020,37.16,0,D46,1.735879,0,0,23.50752,0.038231,3.332205,1.098612,7.411556,0.475396,20.49862,0.234154,1,0,,0,0.5,0,6.208089,48.335049,250.97,1,1.0694827,562.11363,0.0411715,0,6.997049,71,0,0,0
2021,19.05,0,D46,1.514983,0,0.2222222,23.78123,0.0288407,3.367296,0,7.471363,0.475375,20.87994,0.229453,1,0,,0.5833333,0,0,6.920349,15.063479,274.56,1,1.0948749,562.11363,0,0,7.176342,71,0,0,0
2009,14.52,0,C27,1.037382,1,0,19.29052,-0.0528695,2.890372,0,5.669881,0.06635,16.43029,0.112432,0,0,,0,0,0,4.031043,2.154171,227.96,0,0.803068,562.11363,0,1,7.347589,72,0,0,0
2010,11.56,0,C27,0.8523097,1,0,19.22519,-0.204836,2.944439,0,5.855072,0.040979,16.19625,0.122275,0,0,,0,0,0,4.111113,2.1881385,228.64,0,0.816208,562.11363,0,0,7.230884,72,0,0,0
2017,17.14,1,C39,3.919347,1,0,22.75433,0.042408,3.218876,0,7.526179,0.019333,19.80411,0.077581,1,1,2012,0,0,1,5.792343,16.770651,244.465,1,1.0101691,562.11363,0,1,7.174781,73,0,0,0
2018,17.16,1,C39,4.441286,1,0,22.95625,0.059904,3.258096,0,7.763446,0.01622,20.22661,0.111756,1,1,2012,0,0,1,5.905484,16.891331,246.61,1,1.0251285,562.11363,0,1,7.10187,73,0,0,0
2019,26.42,1,C39,4.065199,1,0,23.10844,0.0715799,3.295837,0,7.751905,0.017132,20.78831,0.116944,1,1,2012,0,0,1,5.941147,18.025165,248.02,1,1.0741432,562.11363,0,1,7.125737,73,0,0,0
2021,11.94,1,C39,3.516005,1,0,23.3597,0.0495148,3.367296,0,7.978311,0.018015,20.01988,0.139786,1,1,2012,0,0,1,4.469575,3.4332699,255.67,1,1.0938472,562.11363,0,1,7.147259,73,0,0,0
2009,24.45,0,N78,3.017552,0,0,21.471,0.0551421,2.833213,0,5.361292,0.091956,17.80862,0.178054,1,1,2017,0,0,0,5.066535,4.2039919,239.85,1,0.79593787,2.032331,0,0,6.886678,74,0,0,0
2010,25.78,0,G58,3.036757,0,0,21.51378,0.0457714,2.890372,0,5.370638,0.091927,18.26986,0.363793,1,1,2017,0,0,0,5.171052,5.9165257,237.52,1,0.831608,2.032331,0,0,6.950806,74,0,0,0
2011,31.78,0,G58,3.609231,0,0,21.4527,0.0315805,2.944439,0,5.332719,0.091913,18.26795,0.288904,1,1,2017,0,0,0,5.267704,6.1411536,235.25,1,0.85538507,2.032331,0,0,6.984836,74,0,0,0
2012,1.05,0,G54,3.423868,0,0,21.49326,0.0191527,2.995732,0,5.389072,0.091919,14.7034,0.316555,1,1,2017,0,0,0,5.321838,6.4463802,235.34,1,0.87863467,2.032331,0,0,6.902996,74,0,0,0
2013,1.43,0,G54,4.374708,0,0,21.38711,0.0095724,3.044523,0,6.665684,0.092136,14.96608,0.293044,1,1,2017,0,0,0,5.370033,7.8185047,236.58,1,0.8833352,2.032331,0,0,7.082204,74,0,0,0
2014,1.54,0,G54,4.565724,0,0,21.38717,0.0099881,3.091043,0,6.489205,0.092252,14.96608,0.289317,1,1,2017,0,0,0,5.398556,8.4586434,237.82,1,0.92745653,2.032331,0,0,6.785752,74,0,0,0
2015,1.82,0,G54,3.661596,0,0,21.44519,0.0037303,3.135494,0,6.60123,0.09217,15.01924,0.28536,1,1,2017,0,0,0,5.461167,8.7626015,241.04,1,0.957964,2.032331,0,1,6.766033,74,0,0,0
2016,1.6,0,G54,2.865803,0,0,21.58825,0.0225622,3.178054,0,6.645091,0.092601,15.03357,0.280075,1,1,2017,0,0,0,5.517702,9.3039581,243.82,1,0.984672,2.032331,0,1,6.87197,74,0,0,0
2009,5.8,0,C36,2.477778,1,0,22.83884,0.1515139,2.833213,0,9.026898,0.258936,20.21297,0.052998,0,1,2010,0,0,0,4.62797,4.542627,232.5,1,0.78676613,453.34345,0,1,7.070713,75,0,0,0
2009,4.34,0,C34,1.942596,1,0,21.43996,0.0621694,2.833213,0,8.12415,0.114114,18.13273,0.077839,1,1,2017,0,0,0,5.764152,21.809971,237.58,1,0.77642667,185.4696,0,0,7.414884,76,0,0,0
2010,,0,C34,2.148707,1,0,21.81598,0.0452506,2.890372,0,8.525757,0.114905,18.20893,0.101394,1,1,2017,0,0,0,5.896428,35.009507,239.69,1,0.821144,185.4696,0,0,7.500317,76,0,0,0
2011,3.94,0,S90,2.088187,0,0,21.87501,0.02757,2.944439,0,8.412055,0.118252,18.39911,0.11089,0,1,2017,0,0,0,5.967889,34.648812,241.09,1,0.86055173,185.4696,0,0,7.493185,76,0,0,0
2009,,0,F51,26.84361,0,0,20.62936,0.0088731,2.833213,0,7.075809,0.06087,18.51288,0.056612,0,0,,0,0,0,4.194089,6.8999484,225.66,1,0.77630293,54.151808,0,0,7.077589,77,0,0,0
2011,0.89,0,F51,17.99909,0,0,20.65404,0.009782,2.944439,0,7.147559,0.06233,17.35081,0.026383,0,0,,0,0,0,4.520875,7.5884327,229.14,1,0.82674933,54.151808,0,0,7.044798,77,0,0,0
2016,3.94,1,F51,6.48981,0,0,20.80576,0.004331,3.178054,0,7.130098,0.060859,18.50628,0.031348,0,1,2012,0,0,1,5.084323,6.6642138,238.27,1,1.0072704,54.151808,0,1,7.074528,77,0,0,0
2017,4.97,1,F51,4.772305,0,0,20.87665,0.0025285,3.218876,0,7.201916,0.060768,18.72168,0.025914,0,1,2012,0,0,1,4.721014,12.473535,239.2,1,,54.151808,0,1,7.044184,77,0,0,0
2019,3.08,1,F51,3.22498,0,0,20.99972,0.0046857,3.295837,0,7.23201,0.06078,18.31702,0.02956,0,1,2017,0,0,0,4.603686,14.298864,239.39,1,1.0811736,54.151808,0,1,7.09772,77,0,0,0
2016,50.51,0,G53,4.538045,0,0,22.34254,0.0015709,3.135494,0,6.915723,0.119385,19.27044,0.130957,1,1,2017,0,0,0,4.33811,12.786026,241.72,0,0.991824,1.045002,0,1,7.439696,78,0.69314718,0.640625,0.1651961
2009,4.6,0,K70,1.359139,0,0,21.65726,0.0628186,3.091043,0,5.225747,0.435621,17.75867,0.282605,0,0,,0,0,0,5.823618,6.0224566,245.57,1,0.8111648,,0,0,6.787514,79,0,0,0
2009,16.55,0,C36,1.477412,1,0,22.48275,0.0517954,2.833213,0,9.186867,0.373627,20.64186,0.052998,0,1,2010,0,0,0,5.823618,6.0224566,245.57,1,0.79409733,,0,1,6.787514,80,0,0,0
2010,25.49,1,C27,1.838668,1,0,20.7986,0.0390755,2.944439,0,6.703188,0.046456,,0.122275,1,1,2010,,0,0,4.344239,11.484105,263.16,0,,2255.9461,0,1,7.722367,81,0,0,
2017,,0,C27,1.928153,1,0,23.07914,0.0080584,3.258096,0,7.762171,0.093481,19.18112,0.165489,0,0,,0,0,0,4.920961,19.706237,272.305,0,1.0154773,2255.9461,0,0,7.684819,81,0,0,0
2018,6.76,0,C27,1.875603,1,0,23.05894,0.0097979,3.295837,0,7.765993,0.082464,18.92936,0.180908,0,0,,0,0,0,4.988985,19.632596,273.34,0,1.0262229,2255.9461,0,0,7.211879,81,0,0,0
2019,6.55,0,C27,1.753402,1,0,23.10067,-0.0184385,3.332205,0,7.858641,0.051797,18.89244,0.167704,0,0,,0,0,0,4.900868,19.786318,274.97,0,1.0677992,1485.9689,0,0,7.636219,81,0,0,0
2020,4.67,0,C27,1.629655,1,0,23.05339,-0.0621729,3.367296,0,8.054523,0.071155,18.44866,0.193662,0,0,,0,0,0,4.086741,1.4072241,223.03,0,1.1057493,2255.7631,0,0,7.83085,81,0,0,0
2014,86.97,1,K70,4.044089,0,0,19.57009,0.0167836,3.135494,0,2.944439,0.054006,16.36542,0.252983,0,1,2012,0,0,1,4.832502,14.630986,269.62,0,0.9423168,1973.4182,0,1,7.551144,82,0,0,0
2015,57.83,0,K70,21.57579,0,0,19.2492,0.0853013,3.178054,0,2.995732,0.056411,16.01466,,0,0,,0,0,0,4.865732,15.684909,270.93,0,0.94890133,1973.4182,,0,7.677355,82,0,0,
2016,98.84,1,K70,1.206218,0,0,20.97044,0.0039455,3.218876,0,3.583519,0.054619,17.59776,0.214322,0,1,2012,0,0,1,4.850766,16.491751,271.27,0,1.0039008,1637.4628,0,1,7.647086,82,0,0,0
2010,24.27,0,C15,3.25753,0,0,22.80598,0.3256066,2.833213,0,7.53583,0.101723,20.95374,0.318183,0,0,,0,0,0,3.745796,0.84524783,213.08,1,0.809632,448.68122,0,0,6.407865,83,0,0,0
2011,12.43,0,C15,2.375533,0,0,23.24717,0.2980564,2.890372,0,7.503841,0.101932,20.74639,0.362646,0,0,,0,0,0,3.91624,0.82586292,211.22,1,0.866016,448.68122,0,0,6.620318,83,0,0,0
2012,16.69,0,C15,2.684015,0,0,23.4688,0.323885,2.944439,0,7.529407,0.101472,21.35643,0.411549,0,0,,0,0,0,3.855256,0.88638966,211.59,1,0.8795136,448.68122,0,0,6.319827,83,0,0,0
