stkcd,year,city,DEPTH,EXTEND,DIG,DID,policy1,policy2,CRE,IA,UD,RES_TOPSIS,FAG,LE,OPEN,GOV,DIS,DEVELOP,ADAPT,RECOVER,RESIS,RES,AGE,PROFIT,BOARD,TOP5,RD,SIZE,SDS,CSP,CSC,instrument1,instrument2,IPP,AGE2,DIDtime
10,2014,152,0.2823918,0.05,0,0,0,0,-0.07,0.01,0.1427,0.3727919,0.65,7.2478798,7.75856,0.14,6.419384,0.4154284,0.3584343,0.2969654,0.3622589,0.3310944,21,1.46,9,0.85,1.51,22.02,0,0.625,0.75,26,0,1,441,0
10,2015,152,0.2585289,0.02,0,0,0,0,-0.04,0.01,0.1471,0.3867575,0.64,7.2605695,7.82026,0.2,6.419384,0.4017207,0.3639491,0.3605863,0.3369307,0.3341238,22,1.22,9,0.89,1.19,22.17,0,0.625,0.75,44,0,1,484,0
10,2016,152,0.2480733,0.04,0,0,1,0,-0.03,0.01,0.1688,0.3951178,0.62,7.0321552,7.87167,0.22,6.560431,0.4107008,0.3517933,0.3520267,0.3488801,0.3373232,23,1.1,9,0.74,1.39,22.11,0,0.6,0.8,48,0,1,529,0
10,2017,152,0,0,0,0,1,0,-0.02,0.01,0.1766,0.4118618,0.54,7.0258103,7.92823,0.2,6.523228,0.4117781,0.333935,0.3189821,0.3329747,0.3612933,24,1.43,9,0.7,1.48,22,0,0.6,0.8,52,0,1,576,0
10,2018,152,0.2135518,0.02,1,0,1,0,-0.03,0.01,0.1499,0.4195237,0.91,7.2351901,7.9745,0.18,6.75596,0.4073741,0.3556528,0.3125586,0.3658649,0.3358741,25,1.84,9,0.59,1.39,22,0,0.6,0.8,50,0,1,625,0
10,2019,152,0.2204263,0.02,1,0,1,0,-0.03,0.01,0.1464,0.4232429,1,8.5929865,7.96936,0.17,6.75596,0.4123022,0.352151,0.3353104,0.360947,0.3351747,26,2.16,9,0.8,1.22,22.05,0,0.6,0.8,56,0,1,676,0
10,2020,152,0.2631054,0.01,1,0,1,0,-0.06,0.01,0.1461,0.425152,1.12,9.1894017,8.00535,0.15,6.75596,0.4170197,0.3413573,0.3358446,0.3413417,0.349509,27,2.94,9,0.8,1.21,22.11,0,0.6,0.8,66,0,1,729,0
10,2021,152,0.2215924,0.02,1,0,1,0,-0.05,0.01,0.1439,0.4245103,1.31,9.8302308,8.04134,0.15,6.75596,0.4175856,0.3045856,0.2943679,0.3351337,0.3811583,28,3.88,9,0.82,1.1,22.14,0,0.6,0.8,32,0,1,784,0
10,2022,152,0.2597946,0.02,1,0,1,0,-0.04,0.01,0.1615,0.4246141,1.36,10.528163,8.07733,0.15,6.75596,0.4233062,0.3169406,0.3366092,0.3236849,0.3711844,29,2.67,9,0.74,1.12,22.14,0,0.6,0.8,46,0,1,841,0
11,2010,152,0.2118559,0.01,0,0,0,0,0.03,0.02,0.2972,0.2794731,1.19,4.8114602,7.65059,0.13,7.737877,0.3647845,0.3549718,0.3590185,0.371133,0.3322591,17,2.64,9,0.64,3.35,22.56,1,1,1,16,0,0,289,0
11,2011,152,0.2119543,0.13,0,0,0,0,-0.07,0.02,0.2924,0.3333957,1.38,4.8304948,7.66087,0.14,4.62581,0.3926042,0.3709071,0.3783492,0.3770286,0.3070288,18,3.28,9,0.58,3.72,22.76,1,1,1,10,0,0,324,0
11,2012,152,0.1941432,0.08,0,0,0,0,-0.09,0.02,0.2829,0.3624674,1.31,5.4078754,7.71743,0.12,4.625727,0.4330077,0.3621762,0.3639521,0.3684654,0.3046615,19,4.84,9,0.65,0.45,22.95,1,1,1,28,0,1,361,0
11,2013,152,0.3126991,0.05,0,0,0,0,-0.14,0.01,0.3061,0.367494,0.78,5.4776687,7.73285,0.12,4.625727,0.4412208,0.3766855,0.3689259,0.3756656,0.2909764,20,5.34,9,0.62,0.38,23.13,1,1,1,26,0,1,400,0
11,2014,152,0.2954232,0.09,0,0,0,0,-0.17,0.01,0.334,0.371315,0.65,7.2478798,7.75856,0.14,4.625727,0.4408395,0.374007,0.3528213,0.3691162,0.299492,21,6.7,9,0.77,0.34,23.27,1,1,1,26,0,1,441,0
11,2015,152,0.2692529,0.05,0,0,0,0,-0.12,0.01,0.3357,0.3846563,0.64,7.2605695,7.82026,0.2,4.625727,0.4631053,0.3645343,0.379264,0.3654614,0.2962505,22,7.87,9,0.74,0.28,23.3,1,1,1,44,0,1,484,0
11,2016,152,0.3811144,0.25,0,0,1,0,-0.01,0.02,0.1284,0.3942159,0.62,7.0321552,7.87167,0.22,4.625727,0.4128447,0.3659483,0.3560925,0.3843212,0.31003,23,12.82,9,0.8,0.11,23.78,1,1,1,48,0,1,529,0
11,2017,152,0.3811144,0.07,0,0,1,0,-0.02,0.01,0.1474,0.4111625,0.54,7.0258103,7.92823,0.2,4.625727,0.4621562,0.309487,0.3707446,0.3823951,0.3277148,24,11.57,9,0.81,0.08,23.83,1,1,1,52,0,1,576,0
11,2018,152,0.3251836,0.09,1,0,1,0,-0.05,0.01,0.1393,0.418855,0.91,7.2351901,7.9745,0.18,4.625727,0.4505361,0.3075349,0.3881964,0.3580984,0.3395937,25,13.48,9,0.8,0.05,24.09,1,1,1,50,0,1,625,0
11,2019,152,0.3251836,0.09,1,0,1,0,0.01,0.01,0.1508,0.4219868,1,8.5929865,7.96936,0.17,4.625727,0.4536403,0.3121,0.3789825,0.3666202,0.3343048,26,14.84,9,0.72,0.04,24.24,1,1,1,56,0,1,676,0
11,2020,152,0.3768955,0.07,1,0,1,0,0.01,0.02,0.1251,0.4241016,1.12,9.1894017,8.00535,0.15,4.625727,0.4475792,0.2880113,0.3781436,0.3779901,0.3503852,27,17.21,9,0.76,0.03,24.4,1,1,1,66,0,1,729,0
11,2021,152,0.3768955,0.14,1,0,1,0,-0.01,0.02,0.1562,0.4248379,1.31,9.8302308,8.04134,0.15,4.625727,0.4397224,0.3167932,0.3652539,0.3803811,0.3344644,28,15.28,9,0.79,0.02,24.48,1,1,1,32,0,1,784,0
11,2022,152,0.3433979,0.03,1,0,1,0,-0.01,0.02,0.1624,0.4247088,1.36,10.528163,8.07733,0.15,4.625727,0.4418883,0.3213858,0.361788,0.3754665,0.33448,29,17.72,9,0.78,0.02,24.48,1,1,1,46,0,1,841,0
12,2013,35,0.2651904,0.03,0,0,0,0,-0.07,0.04,0.175,0.3643137,1.12,3.1618011,7.62488,0.13,6.461795,0.3220327,0.2707531,0.3670613,0.3527043,0.4010914,20,5.9,8,0.25,2.17,22.68,0,0.5,0.625,9,0,0,400,0
12,2014,35,0.2473256,0.05,0,0,0,0,-0.06,0.03,0.1877,0.3704656,1.12,3.853389,7.68144,0.13,6.593996,0.4211932,0.2712272,0.3791575,0.3435562,0.3770312,21,6.72,8,0.25,2.49,22.71,0,0.5714286,0.7142857,25,5,1,441,0
12,2015,35,0.2478905,0.06,0,0,0,0,-0.07,0.03,0.1977,0.3863315,1.09,4.5703562,7.70715,0.14,6.591552,0.4243007,0.2906498,0.3967191,0.3485098,0.3640828,22,5.25,9,0.25,2.68,22.81,0,0.625,0.75,20,4,1,484,0
12,2016,35,0.2596105,0.03,0,0,0,0,-0.04,0.03,0.2059,0.3954692,1.01,4.3482867,7.85625,0.13,6.747591,0.4157364,0.2788078,0.3912069,0.3536524,0.3741062,23,6.77,9,0.26,2.14,22.93,0,0.6666667,0.7777778,75,15,1,529,0
12,2017,35,0.2895278,0.11,0,0,0,0,-0.03,0.03,0.2104,0.4137814,1.01,4.5893907,8.13903,0.13,6.546901,0.417829,0.2668534,0.3910435,0.3646602,0.3754114,24,8.19,9,0.26,2.26,23.06,0,0.5555556,0.6666667,85,17,1,576,0
12,2018,35,0.2327981,0.03,0,0,0,0,-0.02,0.04,0.2455,0.4216022,1.17,4.9193226,6.22639,0.12,6.543406,0.4264637,0.2498323,0.3988689,0.366692,0.3790604,25,8.74,9,0.26,2.72,23.18,0,0.625,0.75,95,19,1,625,0
12,2019,35,0.2809335,0.03,0,0,0,0,0.13,0.04,0.2537,0.4220553,1.28,5.8139454,6.50917,0.15,6.713281,0.4280978,0.2700951,0.399471,0.3748347,0.3635746,26,8.83,9,0.26,2.12,23.28,0,0.625,0.625,65,13,1,676,0
12,2020,35,0.1939065,0.01,0,0,0,0,0.17,0.05,0.275,0.4240679,1.39,6.3088431,6.79195,0.16,6.787334,0.4298869,0.249864,0.4029661,0.3489977,0.386258,27,9.08,9,0.25,2.18,23.39,0,0.6666667,0.6666667,65,13,1,729,0
12,2021,35,0.1524904,0.01,0,0,0,0,0.14,0.05,0.2917,0.4248153,1.56,6.8481547,7.0696,0.14,6.715253,0.4382877,0.2856142,0.4090164,0.3365243,0.3653692,28,7.78,9,0.26,2.96,23.42,0,0.625,0.625,50,10,1,784,0
12,2022,35,0.1486492,0.01,0,0,0,0,0.13,0.05,0.3218,0.4277642,1.63,7.6412601,7.13129,0.14,7.372015,0.4457345,0.2859149,0.4276191,0.3329829,0.3618157,29,4.68,9,0.26,3.13,23.45,0,1,1,70,14,1,841,0
13,2010,152,0.087747,0.02,0,0,0,0,0.19,0.03,0.164,0.2845143,1.19,4.8114602,7.65059,0.13,7.372015,0.4571055,0.3743849,0.4085957,0.3310835,0.3042581,17,0.48,9,0.76,2.52,21.12,1,1,1,24,8,0,289,0
13,2011,152,0.1674245,0.02,0,0,0,0,0.12,0.2,0.1875,0.3367927,1.38,4.8304948,7.66087,0.14,5.030691,0.3756772,0.3962721,0.4054905,0.3378407,0.3139204,18,0.45,9,0.74,2.55,21.18,1,0,0.5,15,5,0,324,0
13,2012,152,0.1725741,0.03,0,0,0,0,0.13,0.18,0.1677,0.3632459,1.31,5.4078754,7.71743,0.12,5.030691,0.3801587,0.3381823,0.3840484,0.3205655,0.3552107,19,1.79,9,0.75,2.58,21.25,0,0,0.5,42,14,1,361,0
13,2013,152,0.2823918,0.03,0,0,0,0,0.01,0.19,0.1949,0.3679554,0.78,5.4776687,7.73285,0.12,5.073577,0.3935712,0.3516185,0.4217068,0.3216098,0.3356806,20,0.15,9,0.72,1.6,21.13,0,0,0.5,39,13,1,400,0
13,2014,152,0.2598415,0.07,0,0,0,0,-0.06,0.11,0.1912,0.3721571,0.65,7.2478798,7.75856,0.14,5.073577,0.3787831,0.367967,0.4067687,0.3254624,0.333004,21,0.96,9,0.74,1.95,21.74,0,0,0.5,39,13,1,441,0
13,2015,152,0,0,0,0,0,0,-0.01,0.14,0.206,0.3845872,0.64,7.2605695,7.82026,0.2,6.45896,0.4249206,0.360126,0.4080634,0.2932222,0.3447355,22,0.49,9,0.63,2,21.48,1,0.5,0.625,44,0,1,484,0
13,2016,152,0.262761,0.03,0,0,1,0,-0.03,0.14,0.226,0.3939551,0.62,7.0321552,7.87167,0.22,5.894048,0.4190539,0.3508469,0.4192433,0.2955075,0.3520584,23,0.46,9,0.62,1.65,21.39,0,0.2222222,0.2222222,48,0,1,529,0
13,2017,152,0.3348938,0.02,0,0,1,0,-0.05,0.13,0.2316,0.4112535,0.54,7.0258103,7.92823,0.2,6.071932,0.4260769,0.3655643,0.411857,0.2934359,0.3473248,24,0.13,9,0.62,1.7,21.38,1,0.2857143,0.4285714,52,0,1,576,0
13,2018,152,0.3307899,0.03,1,0,1,0,0.01,0.11,0.4398,0.4190578,0.91,7.2351901,7.9745,0.18,6.071932,0.4262644,0.3719504,0.3890873,0.2953268,0.3500594,25,1.12,9,0.61,2.01,21.49,1,0.2857143,0.4285714,50,0,1,625,0
13,2019,152,0.3146966,0.02,1,0,1,0,0.03,0.1,0.4827,0.4221499,1,8.5929865,7.96936,0.17,6.071932,0.4308879,0.3588541,0.3799003,0.3032809,0.3507786,26,1.58,9,0.6,1.67,21.57,0,0.2857143,0.4285714,56,0,1,676,0
13,2020,152,0.3477776,0.03,1,0,1,0,-0.03,0.09,0.4958,0.4238907,1.12,9.1894017,8.00535,0.15,6.071932,0.4286021,0.3087354,0.3802333,0.3072801,0.3723314,27,1.89,9,0.61,2.04,21.67,0,0.2857143,0.4285714,66,0,1,729,0
14,2016,1,0.3659664,0.03,0,0,1,0,-0.12,0,0.6811,0.3959782,1.75,7.2859489,8.21101,0.25,6.071932,0.337562,0.2629191,0.292286,0.3561333,0.4148175,22,4.03,7,0.29,0.55,23.56,0,0.2857143,0.4285714,36,0,1,484,0
14,2017,1,0.4218972,0.22,0,0,1,0,-0.07,0.11,0.6811,0.4150346,1.72,7.1400175,8.54007,0.24,6.071932,0.3924462,0.2740353,0.2984153,0.4101085,0.3719253,23,7.23,6,0.29,0.16,23.91,0,0.2857143,0.4285714,27,0,1,529,0
14,2018,1,0.3659664,0.02,1,0,1,0,-0.07,0.1,0.6811,0.4225763,1.65,7.1907762,8.35498,0.25,6.071932,0.4281,0.2419635,0.2733386,0.3649906,0.4040073,24,5.16,8,0.29,0.14,23.98,0,0.2857143,0.4285714,21,0,1,576,0
14,2019,1,0.1833747,0.02,1,0,1,0,0.05,0.08,0.6811,0.4265538,1.69,8.2630546,8.27785,0.21,6.071932,0.4359611,0.2731184,0.304327,0.3563519,0.3802061,25,7.02,8,0.31,0.17,24.1,0,0.2857143,0.4285714,36,0,1,625,0
14,2020,1,0.1633189,0.05,1,0,1,0,0.02,0.08,0.6811,0.4294271,1.89,8.5485726,8.34469,0.2,6.071932,0.4389227,0.3112122,0.3075149,0.3480698,0.3623894,26,6.24,7,0.34,0.2,24.15,0,0.2857143,0.4285714,72,0,1,676,0
14,2021,1,0.1622972,0.07,1,0,1,0,0.04,0.06,0.6811,0.4284274,2.11,8.8404353,8.41153,0.18,6.071932,0.4243195,0.2370759,0.324082,0.3353235,0.4088028,27,2.5,6,0.34,0.2,24.39,0,0.2857143,0.4285714,108,0,1,729,0
14,2022,1,0.1614095,0.05,1,0,1,0,-0.04,0.24,0.6811,0.4286412,2.23,9.214781,8.46295,0.18,6.071932,0.4404584,0.256435,0.3198991,0.3218249,0.4007978,28,10.36,7,0.38,0.19,24.42,0,0.2857143,0.4285714,90,0,1,784,0
15,2014,54,0.2742501,0.33,0,0,0,0,0.1,0.2,0.2481,0.3641902,0.52,6.5309126,7.2804,0.11,4.759856,0.2221907,0.2503504,0.3044917,0.37896,0.4535539,20,1.75,7,0.27,2.18,21.91,0,0.5,0.75,3,0,1,400,0
15,2015,54,0.2612756,0.03,0,0,0,0,0.07,0.38,0.2576,0.3841259,0.55,5.5664965,7.29068,0.12,5.59289,0.2696281,0.3030981,0.3039904,0.3701921,0.4090326,21,2.28,7,0.27,4.13,22.2,0,0.6666667,0.8333333,17,0,1,441,0
15,2016,54,0.2423664,0.04,0,0,0,0,0.05,0.29,0.2488,0.3948922,0.58,5.547462,7.3421,0.11,6.084278,0.3082524,0.3243358,0.3474056,0.3758055,0.372557,22,2.12,7,0.41,2.09,22.51,0,0.75,0.875,22,0,1,484,0
15,2017,54,0.251401,0.03,0,0,0,0,0.09,0.27,0.1374,0.4128346,0.57,5.2048405,7.35752,0.1,5.998096,0.299584,0.3392076,0.3603677,0.3797266,0.3665711,23,2.25,7,0.41,2.35,22.82,1,0.6666667,0.8333333,17,0,1,529,0
15,2018,54,0.2429916,0.23,1,0,0,0,0.15,0.32,0.1123,0.4209226,0.41,5.3253925,7.37809,0.1,5.885622,0.3422579,0.3667815,0.3679612,0.3968166,0.3266343,24,2.22,7,0.42,2.62,22.9,1,0.5,0.875,15,0,1,576,0
15,2019,54,0.2494754,0.24,1,0,0,0,0,0.23,0.0331,0.4230049,0.26,8.4343654,7.41408,0.1,3.601177,0.2823721,0.3074951,0.4018123,0.3874856,0.3844834,25,7.7,7,0.29,0.38,24.58,1,0.5,0.5,14,0,1,625,0
15,2020,54,0.2684668,0.2,1,0,0,0,0,0.22,0.0377,0.4254178,0.17,9.3670573,7.43464,0.11,4.287025,0.370719,0.3023051,0.3904257,0.3905321,0.3510507,26,8.29,7,0.29,0.27,24.64,1,0,0.6666667,18,0,1,676,0
15,2021,54,0,0,1,0,0,0,0.04,0.38,0.0617,0.4252246,0.14,10.394922,7.45007,0.1,5.816427,0.3698523,0.3201324,0.3785331,0.3757346,0.3517361,27,8.68,7,0.29,0.52,23.92,1,0.3333333,0.3333333,20,0,1,729,0
15,2022,54,0.2914514,0.21,1,0,0,0,0.02,0.38,0.0516,0.4252405,0.12,11.067475,7.46549,0.1,5.816427,0.3727672,0.3114188,0.4231125,0.3863201,0.3403334,28,1.22,7,0.28,0.55,24,1,0.3333333,0.3333333,14,0,1,784,0
16,2010,152,0.0830843,0.03,0,0,0,0,0.05,0.06,0.0941,0.2707027,1.19,4.8114602,7.65059,0.13,5.816427,0.2951775,0.2590162,0.3825088,0.3611532,0.4067639,16,28.51,6,0.36,3.58,24.71,1,0.3333333,0.3333333,24,8,0,256,0
16,2011,152,0.091417,0.03,0,0,0,0,0.03,0.05,0.102,0.3247117,1.38,4.8304948,7.66087,0.14,7.364946,0.3246416,0.233598,0.3863682,0.3382738,0.4205901,17,36.59,6,0.36,3.54,24.89,1,1,1,15,5,0,289,0
16,2012,152,0.0866485,0.03,0,0,0,0,0.01,0.05,0.1176,0.3573003,1.31,5.4078754,7.71743,0.12,7.364946,0.448396,0.2233633,0.3922579,0.3500828,0.39215,18,19.3,6,0.61,3.5,24.87,1,1,1,42,14,1,324,0
16,2013,152,0.0816241,0.03,0,0,0,0,-0.04,0.05,0.1295,0.3637027,0.78,5.4776687,7.73285,0.12,7.364915,0.4294566,0.2642116,0.3869277,0.3583068,0.3656153,19,26.34,6,0.6,0.87,25.01,1,1,1,39,13,1,361,0
16,2014,152,0.0821367,0.02,0,0,0,0,-0.02,0.05,0.1364,0.365451,0.65,7.2478798,7.75856,0.14,7.477882,0.4267813,0.2347671,0.3529577,0.3473607,0.3984032,20,30.34,6,0.62,0.84,25.2,1,1,1,39,13,1,400,0
16,2015,152,0.1491268,0.03,0,0,0,0,-0.02,0.05,0.1587,0.3787985,0.64,7.2605695,7.82026,0.2,7.364946,0.4358665,0.2193295,0.3880748,0.3718289,0.390123,21,22.72,6,0.47,1.05,25.39,1,1,1,66,22,1,441,0
16,2016,152,0.157413,0.02,0,0,1,0,0,0.04,0.174,0.3896323,0.62,7.0321552,7.87167,0.22,7.403281,0.4534918,0.2325129,0.4115527,0.3763829,0.380438,22,7.35,6,0.57,1.1,25.55,1,1,1,72,24,1,484,0
16,2017,152,0.0965274,0.03,0,0,1,0,-0.01,0.04,0.1647,0.4090446,0.54,7.0258103,7.92823,0.2,7.455429,0.433903,0.2388137,0.3862056,0.3542863,0.3896795,23,31.58,6,0.61,0.95,25.6,1,1,1,78,26,1,529,0
16,2018,152,0.1015245,0.02,1,0,1,0,-0.07,0.03,0.1724,0.4165565,0.91,7.2351901,7.9745,0.18,7.274941,0.4486943,0.2280819,0.4102487,0.3580666,0.3868859,24,40.68,6,0.61,1.11,25.79,1,1,1,75,25,1,576,0
16,2019,152,0.1460771,0.04,1,0,1,0,-0.04,0.03,0.2006,0.4200583,1,8.5929865,7.96936,0.17,7.274941,0.4677014,0.241345,0.4079182,0.3824882,0.3687154,25,25.1,6,0.61,1.73,25.79,1,1,1,84,28,1,625,0
16,2020,152,0.1405924,0.03,1,0,1,0,-0.03,0.03,0.2153,0.4223357,1.12,9.1894017,8.00535,0.15,7.274941,0.4656927,0.2310439,0.3966324,0.379934,0.3744724,26,60.12,6,0.61,1.74,25.71,1,1,1,99,33,1,676,0
16,2021,152,0.1343517,0.05,1,0,1,0,-0.05,0.03,0.2171,0.4226197,1.31,9.8302308,8.04134,0.15,7.274941,0.436655,0.265021,0.3782381,0.3760985,0.3613912,27,69.59,6,0.66,1.37,25.76,1,1,1,48,16,1,729,0
16,2022,152,0.1423393,0.03,1,0,1,0,-0.06,0.03,0.2419,0.422769,1.36,10.528163,8.07733,0.15,7.274941,0.4711174,0.2753738,0.4011844,0.3727632,0.3471155,28,46.01,6,0.69,1.35,25.71,1,1,1,69,23,1,784,0
17,2010,152,0.2672652,0.01,0,0,0,0,0,0.03,0.1543,0.2814071,1.19,4.8114602,7.65059,0.13,7.274941,0.3407133,0.3866779,0.4176298,0.2301039,0.3986838,16,0.41,9,0.63,16.85,21.23,0,1,1,16,0,0,256,0
17,2012,152,0.1289267,0.13,0,0,0,0,0,0.02,0.1557,0.364334,1.31,5.4078754,7.71743,0.12,3.330433,0.3890126,0.3381569,0.4811959,0.3408772,0.3229997,18,-0.81,9,0.82,20.8,21.35,0,0,0,28,0,1,324,0
17,2013,152,0.0685843,0.02,0,0,0,0,-0.01,0.02,0.1525,0.3656075,0.78,5.4776687,7.73285,0.12,6.422562,0.362579,0.293759,0.4465143,0.2418928,0.4142888,19,0.47,9,0.6,24.15,21.77,0,0.5,0.5,26,0,1,361,0
17,2014,152,0.1037912,0.03,0,0,0,0,-0.01,0.01,0.1392,0.3731549,0.65,7.2478798,7.75856,0.14,6.422562,0.3951836,0.3538042,0.4350905,0.2778143,0.3547851,20,-1.14,9,0.78,28.05,21.76,0,0.5,0.5,26,0,1,400,0
17,2015,152,0.2442125,0.02,0,0,0,0,0.02,0.01,0.1407,0.3859218,0.64,7.2605695,7.82026,0.2,6.422562,0.4692548,0.333007,0.4456555,0.2901718,0.3411925,21,0.08,9,0.72,2.25,21.81,0,0.5,0.5,66,22,1,441,0
17,2016,152,0.2727486,0.14,0,0,1,0,-0.02,0.01,0.1497,0.3942945,0.62,7.0321552,7.87167,0.22,6.422562,0.4471429,0.3087831,0.4684446,0.2581528,0.3796377,22,-0.87,9,0.8,3.28,22.14,0,0.5,0.5,72,24,1,484,0
17,2017,152,0.2634268,0.02,0,0,1,0,-0.03,0.01,0.1416,0.4120256,0.54,7.0258103,7.92823,0.2,6.422562,0.4688171,0.325308,0.4345555,0.244422,0.3829094,23,0.74,9,0.81,2.65,22.16,0,0.5,0.5,78,26,1,529,0
17,2018,152,0.205246,0.28,1,0,1,0,-0.1,0.01,0.1458,0.4201042,0.91,7.2351901,7.9745,0.18,6.422562,0.4811547,0.3651592,0.4572576,0.3242341,0.303049,24,-0.62,9,0.81,3.3,22.25,0,0.5,0.5,75,25,1,576,0
17,2019,152,0.262761,0.02,1,0,1,0,-0.03,0.01,0.1659,0.4229189,1,8.5929865,7.96936,0.17,6.422562,0.4544192,0.3538316,0.4353006,0.2733879,0.3503795,25,-0.19,9,0.82,2.46,22.23,0,0.5,0.5,84,28,1,625,0
17,2020,152,0.2524838,0.01,1,0,1,0,-0.05,0.01,0.1753,0.4251014,1.12,9.1894017,8.00535,0.15,6.422562,0.4754685,0.3513544,0.4242066,0.3240479,0.3188813,26,0.43,9,0.82,3.18,22.33,0,0.5,0.5,99,33,1,676,0
17,2021,152,0.3200746,0.02,1,0,1,0,-0.05,0.01,0.1625,0.4247087,1.31,9.8302308,8.04134,0.15,6.422562,0.4680791,0.3231943,0.413103,0.338083,0.3315979,27,0.75,9,0.79,4.51,22.44,0,0.5,0.5,48,16,1,729,0
17,2022,152,0.2912332,0.02,1,0,1,0,-0.07,0.01,0.1594,0.4246645,1.36,10.528163,8.07733,0.15,6.422562,0.4624887,0.3423962,0.4199248,0.3082959,0.3370966,28,1.12,9,0.8,5.24,22.45,0,0.5,0.5,69,23,1,784,0
18,2010,152,0,0,0,0,0,0,0.05,0.19,0.0411,0.2904211,1.19,4.8114602,7.65059,0.13,2.550289,0.4069031,0.4172386,0.3903288,0.3496013,0.2880183,16,-0.25,11,0.53,1.15,20.49,1,0,0,16,0,0,256,0
18,2011,152,0.2609737,0.01,0,0,0,0,0.07,0.07,0.0468,0.3427619,1.38,4.8304948,7.66087,0.14,4.61349,0.4480982,0.4262764,0.349055,0.3314949,0.2982775,17,4.92,11,0.61,1.19,20.96,1,0,0.5,10,0,0,289,0
18,2012,152,0.3169044,0.02,0,0,0,0,0.1,0.07,0.0533,0.367097,1.31,5.4078754,7.71743,0.12,4.332205,0.4237354,0.3558904,0.4279712,0.3401477,0.3145214,18,0.3,11,0.51,1.23,20.92,1,0,0.6,28,0,1,324,0
18,2013,152,0.2168179,0.01,0,0,0,0,0.12,0.1,0.0607,0.3738327,0.78,5.4776687,7.73285,0.12,5.963184,0.4095957,0.3962309,0.4371378,0.3462667,0.2909864,19,-0.1,11,0.62,1.44,21.01,1,0.1666667,0.6666667,26,0,1,361,0
18,2014,152,0.2727486,0.05,0,0,0,0,0.25,0.07,0.0691,0.3743833,0.65,7.2478798,7.75856,0.14,4.269803,0.3740368,0.3583345,0.3398447,0.3417296,0.3467602,20,1.2,11,0.41,1.1,21.41,1,0,0.6,26,0,1,400,0
18,2015,152,0.2727486,0.01,0,0,0,0,0.12,0.07,0.0786,0.3879038,0.64,7.2605695,7.82026,0.2,6.276528,0.3979156,0.3337483,0.3332504,0.3174307,0.3695618,21,2.1,11,0.41,0.98,21.39,1,0.2857143,0.7142857,44,0,1,441,0
18,2016,152,0,0,0,0,1,0,0.09,0.06,0.0894,0.3954041,0.62,7.0321552,7.87167,0.22,5.580956,0.4231766,0.2961528,0.4451116,0.3659989,0.3450122,22,0.06,11,0.41,1.49,21.4,1,0.1428571,0.8571429,48,0,1,484,0
18,2017,152,0.2494441,0.02,0,0,1,0,0.39,0.03,0.1017,0.4108241,0.54,7.0258103,7.92823,0.2,6.165478,0.3886385,0.2748013,0.4163941,0.3520126,0.374909,23,-1.39,11,0.4,0.75,22.09,1,0.2857143,0.2857143,52,0,1,529,0
18,2018,152,0.1975729,0.03,1,0,1,0,0.45,0.02,0.1157,0.4216389,0.91,7.2351901,7.9745,0.18,5.813053,0.3699168,0.2528812,0.2967141,0.3650971,0.4086654,24,4.5,11,0.44,0.73,22.37,1,0.1666667,0.1666667,50,0,1,576,0
18,2019,152,0,0,1,0,1,0,0.25,0.01,0.2051,0.4260706,1,8.5929865,7.96936,0.17,2.59021,0.3987707,0.31675,0.2766838,0.3618313,0.3726462,25,11.58,11,0.43,0.6,22.59,1,0,0,56,0,1,625,0
18,2020,152,0,0,1,0,1,0,0.11,0,0.2268,0.4287141,1.12,9.1894017,8.00535,0.15,2.59021,0.4277184,0.3262736,0.2632641,0.3503904,0.3729918,26,8.78,11,0.44,0.82,23.02,1,0,0,66,0,1,676,0
18,2021,152,0.2447832,0.01,1,0,1,0,0.04,0,0.1788,0.4287058,1.31,9.8302308,8.04134,0.15,2.59021,0.4466259,0.3023114,0.2975805,0.3709758,0.362332,27,3.99,11,0.42,1.07,23.42,0,0,0,32,0,1,729,0
18,2022,152,0,0,1,0,1,0,0.08,0,0.1583,0.4256974,1.36,10.528163,8.07733,0.15,2.59021,0.4111247,0.3282902,0.309867,0.3829662,0.3472464,28,7.96,11,0.41,1.11,23.59,0,0,0,46,0,1,784,0
19,2010,152,0.0925274,0.06,0,0,0,0,-0.09,0.01,0.0609,0.2956377,1.19,4.8114602,7.65059,0.13,2.59021,0.4023238,0.4357501,0.3437713,0.3648104,0.2879662,15,0.88,11,0.92,3.3,20.56,0,0,0,24,8,0,225,0
19,2011,152,0.1416609,0.08,0,0,0,0,-0.2,0.02,0.0662,0.339815,1.38,4.8304948,7.66087,0.14,2.59021,0.3824235,0.3757525,0.3183491,0.3515608,0.3336267,16,1.57,11,0.87,3.24,21.07,0,0,0,15,5,0,256,0
19,2012,152,0.1498239,0.31,0,0,0,0,-0.08,0.01,0.0554,0.3630158,1.31,5.4078754,7.71743,0.12,2.59021,0.420452,0.3238153,0.3210241,0.3542913,0.3455836,17,1.71,11,0.67,3.18,21.34,0,0,0,42,14,1,289,0
19,2013,152,0.1709094,0.27,0,0,0,0,-0.12,0.01,0.0711,0.3685952,0.78,5.4776687,7.73285,0.12,2.59021,0.4008221,0.3371669,0.3394226,0.3639079,0.3356084,18,2.75,11,0.66,2.38,21.94,0,0,0,39,13,1,324,0
